Unnamed: 0,Factory Name (En),Factory Name (Ar),Phone Number,Factory Email,Emirate, Products,Unnamed: 7,Unnamed: 8,Unnamed: 9,Activities,Unnamed: 11,Unnamed: 12
,Naaz Industry LLC,مصنع ناز (ذ.م.م.),042851237,nillc@naaz.net,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,42021920, - - - With outer surface of iron,,- - - سطحها الخارجي من حديد ,2512001,صناعة الخزانات والصهاريج والأوعية المماثلة من المعدن المثبتة,"Metal Reservoirs, Tanks and Similar Containers Installed as Fixtures Manufacturing"
,,,,,,84159000, - Parts,,- أجزاء ,2599102,صناعة الدلاء والصناديق والعلب و البراميل المعدنية,"Metal Pails, Boxes, Cans, and Drums Manufacturing"
,,,,,,76109090,- - - Other,,- - - غيرها ,,,
,,,,,,73069000,- Other,,- غيرها ,,,
,,,,,,73102900,- - Other,,- - غيرها,,,
,,,,,,73101000,- Of a capacity of 50 L or more ,,- بسعة 50 لتر أو أكثر ,,,
,,,,,,73269099, - - - - Other,,- - - - غيرها ,,,
,NABCO INDUSTRIES L.L.C,نابكو للصناعات ذ م م,055-5566907,Noor@albadail.ae,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39252000,"- Doors, windows and their frames and thresholds for doors",,ـ أبواب ونوافذ وأُطرها وعتبات الأبواب,2511003,صناعة الأطر والهياكل المعدنية اللازمة للتشييد وأجزاء منها,Construction Metal Framework and  Skeletons and Parts thereof Manufacturing
,NABEEL PRINTING PRESS LLC,مطبعة نبيل (ذ.م.م.),0506324341,sathian@nabeelprint.com,Ajman,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,49119990,- - - Other‏,,- - - غيرها ,1811001,طباعة الاستمارات والمواد التجارية المطبوعة الأخرى,Business Forms and Other Commercial Printing
,,,,,,48239060,   - - - Perforated cards for jacquard and the like ,,- - - بطاقات أنوال الجاكارد المثقبة وما يماثلها ,,,
,NABIL HALLAK GARMENTS MANUFACTURING LLC,نبيل الحلاق لصناعة الملابس ش ذ م م,0502872101,safwah_1@emirates.net.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,65050020,"  - - - (headgear(Ghuttra) printed in form of shimagh, not embroidered",,- - - غتر مطبوعة على شكل شماغ غير مطرزة ,1410117,صناعة القبعات وأغطية الرأس,Hats and Caps Manufacturing
,NAD AL SHIBA PERFUMES FACTORY PER PERSON LLC,مصنع ندالشبا للعطور شركة الشخص الواحد ذ م م,0506313184,nadal@emirates.net.ae,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,33030090,  - - - Other,, - - - غيرها ,2023008,صناعة العطور وماء التواليت,Perfumes and Toilet Water Manufacturing
,NADIYA FZE,ندية م م ح,0506942737,zia.huda@nadiyadates.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,08041029,- - - - Other,,- - - - غيرها ,1030003,صناعة المنتجات الغذائية من الفاكهة أو الخضر,Fruit or Vegetables Food Products Manufacturing
,,,,,,,,,,1073102,صناعة الشيكولاته وحلوي الشيكولاته,Chocolate and Chocolate Confectionery Manufacturing
,NAEL ALUMINIUM AND GLASS WORKS - SOLE PROPRIETORSHIP L.L.C,نايل لاعمال الالمنيوم والزجاج - شركة الشخص الواحد ذ م م,0551081087,naelaluminium@gmail.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,70169000,- Other,,- غيرها ,2310007,صناعة المرايا الزجاجية,Glass Mirrors Manufacturing
,,,,,,,,,,2310011,صناعة وحدات زجاجية عازلة ذات جدران متعدد,Glass Multiple-Walled Insulating Units Manufacturing
,,,,,,,,,,2310012,صناعة الزجاج المسطح المقسَّى أو المنضَّد,Toughened or Laminated Flat Glass Manufacturing
,Nael Cement Factory Sole Proprietorship LLC,مصنع نايل للاسمنت,+971551041049,ncf@eim.ae,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,25232910,- - - Ordinary cement,,- - - اسمنت عادي ,2394001,صناعة كتل أسمنتية غير مطحونة (كلينكر) وكافة أنواع الأسمنت المائي .,Clinkers and Hydraulic Cements Manufacturing
,Nael Joinery & Interiors Decor Works - Sole Proprietorship L.L.C.,نايل لأعمال النجارة والديكور الداخلي - شركة الشخص الواحد ذ م م,037847820,naeljoinery@gmail.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,94035010,"- - - bedroom sets, complete",,- - - أطقم غرف النوم ، كاملة ,3100001,صناعة الأثاث المنزلي,House Furniture Manufacturing
,NAEL READY MIX - Sole Proprietorship LLC,نايل للخرسانة الجاهزة,0551041047,johnmathew_nael@yahoo.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,38160000,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01.",,إسمنت وملاط وخرسانة ومركبات مماثلة متحملة للحرارة، بما فيها خلطة الدولوميت الجاهزة لتبطين الأفران، عدا منتجات البند 38.01 .,2395002,صناعة الخرسانة الجاهزة والخلطات الخرسانية الجافة والملاط,Ready-mix and Dry-mix Concrete and Mortars Manufacturing
,Nael Steel Structure - Sole Proprietorship L.L.C.,نايل للإنشاءات المعدنية - شركة الشخص الواحد ذ م م,0555910417,naelsteel@gmail.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,73089090,- - - Other,,- - - غيرها ,2511003,صناعة الأطر والهياكل المعدنية اللازمة للتشييد وأجزاء منها,Construction Metal Framework and  Skeletons and Parts thereof Manufacturing
,NAFICON FIBER OPTIC MANUFACTURING L.L.C,نافيكون لصناعة اللياف البصرية ش.ذ.م.م,055-4671845,lameesa@naficon.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,90011000,"- Optical fibres, optical fibre bundles and cables",,- ألياف بصرية وحزم وحبال من ألياف بصرية ,2731001,صناعة كابلات الألياف البصرية,Fibers Optic Cables Manufacturing
,,,,,,56079020,"Other twine, cordage, ropes & cables, plaited, n.e.s.",, خيوط حزم أو حبال وأمراس (غ.م.ك)مضفورة،  وإن كانت مشربة أو مطلية أو مغطاة أو مغلفه بالمطاط أو باللدائن  ,,,
,NAHDA DAIRIES INDUSTRIES L.L.C,نهضة لصناعات الالبان ذ م م,0504829416,hesham63@eim.ae,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,04069010,- - - Fresh fermented cream cheese,,- - - جبن (قشدي) طازج مخمر ,1050004,صناعة اللبن الرائب (الزبادي),Yogurt Manufacturing
,,,,,,04069020,"- - - Medium hard cheese and hard cheese (e.g., Cheddar, Gouda, Gruyère, Parmesan)",,- - - جبن قاسي أو متوسط التقسية (مثل الشدر، الجودا، الجروير، الباروميزان)  ,1050011,صناعة منتجات اللبنة,Labnah Products Manufacturing
,,,,,,04069090,- - - Other ,,- - - غيرها ,1050003,صناعة الجُبن وخثارة اللبن,Cheese and Curd Manufacturing
,,,,,,04039010, - - -  Labnah (Dehydrated yogurt),,"- - - لبنة ""لبن مصفى"" ",,,
,,,,,,04039090,- - - Other,,- - - غيرها ,,,
,,,,,,04061000,"- Fresh (unripened or uncured) cheese, including whey cheese, and curd ",,- أجبان طازجة (غير منضجة أو غير مخثرة)، بما في ذلك جبن مصل اللبن وجبن اللبن المخثر ,,,
,,,,,,04031000,- Yogurt ,,- لبن رائب (زبادي) ,,,
,,,,,,04022990,"Milk & cream (excluding those for industrial purposes), concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 %.",,"ألبان وقشدة بشكل مسحوق أو حبيبات أو بأشكال صلبة أخر، تحتوي على دسم بنسبةتزيد عن 1.5% وزناً , مركزة أو محتوية على سكر مضاف أو مواد تحلية أخر (عدا المعد ة للصناعة).",,,
,NAPCO INDUSTRIAL - SOLE PROPRIETORSHIP L.L.C.,نابكو الصناعيه - شركة الشخص الواحد ذ م م,052-2183716,moait.ni.zezad@napconational.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39219000,  - Other,,ـ غيرها,2420011,صناعة صفائح الألومينيوم - القصدير,Aluminium -Tin- Foil Laminates Manufacturing
,,,,,,48030010," - - -Toilet or facial tissue stock, towel or napkin stock and similar paper of a kind used for household or sanitary purposes,",, - - - ورق للتجميل (تواليت) أو للوجه، ورق المناشف أو المناديل وورق مماثل من النوع المستعمل لأغراض منزلية أو صحية,1709008,صناعة المناديل والمناشف ومناديل المائدة الورقية,"Paper Handkerchiefs, Towels, and Serviettes Manufacturing"
,,,,,,48183090,- - - Other,,- - - غيرها ,2220135,صناعة أصناف الإغلاق البلاستيكية,Plastic Closures Articles  Manufacturing
,,,,,,76071110,  - - - In rolls put up for retail sale,,- - -  لفات ألمنيوم مهيأ للبيع بالتجزئة ,2220102,صناعة المستلزمات البلاستيكية للمائدة والمطابخ وادوات المراحيض أو التزيين,"Plastic Tableware, Kitchenware and Toilet Articles Manufacturing"
,NAPCO MIDDLE EAST L.L.C SOLE PROPRIETORSHIP,نابكو الشرق الاوسط ذ م م شركة الشخص الواحد,0506309780,napco@emirates.net.ae,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,35069900, - - Other,,ـ ـ غيرها,2029006,صناعة الأصماغ والمواد اللاصقة المحضَّرة,Glues and Prepared Adhesives Manufacturing
,,,,,,35061000,"- Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg ",,ـ منتجات  صالحة للاستعمال كغراء أو كمواد لاصقة، مهيأة للبيع بالتجزئة كغراء أو كمواد لاصقة، لا يتجاوز وزنها الصافي 1 كغ ,,,
,NAPCO SHARQ PLAS - L.L.C - O.P.C,نابكو الشرق بلاس - ذ.م.م - ش.ش.و,025501770,Rehan.ilyas@napconational.com,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39203000,- Of polymers of styrene,,ـ من بوليمرات الستيرين,2220154,صناعة اللوحات البلاستيكية غير الكهربائية,Non-Electrical Plastic Signs Manufacturing
,,,,,,39201000,- Of polymers of ethylene,,ـ من بوليمرات الإيثيلين,2220108,صناعة الأكياس البلاسـتيكية,Plastic Bags Manufacturing
,NAQA'A DESALINATION PLANT L.L.C,محطة نقاء لتحلية المياه ذ.م.م,052-1193710,sabuzaid@ndp.ae,Umm Al Quwain,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,01012190,   - - - Other,, - - - غيرها ,3600002,تحلية وتنقية وتوزيع المياه - محطة تحلية,"Water Desalination, Refining and Distribution - Desalination Plant"
,Naran Precast Concrete Co. L.L.C.-Sole Proprietorship,شركة ناران لصناعة ا\لبنية الخرسانية الجاهزة ذ.م.م.,067484753,precast@naranpcc.ae,Ajman,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,68109100, - - Prefabricated structural components for building or civil cngineering,,- - عناصر إنشائية مسبقة الصنع للبناء أو الهندسة المدنية ,2395001,صناعة أصناف مسبقة الصب للبناء,Construction Precast Articles Manufacturing
,NASHAT METAL ENGINEERING LLC (One Person),نشأت لهندسة المعادن ذ.م.م (شخص واحد),050-6311849,info@nashatmetal.ae,Ras Al Khaimah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,84629900, - - Other,,- - غيرها ,2823001,صناعة  آلات ومعدات مناولة المعادن الساخنة,Machines and Equipment for Handling Hot Metals Manufacturing
,NASSAR AL REFAEE FRUITS & VEGETABLES & LEGUMES CANNING & PACKAGING CO. L.L.C, شركة نصار الرفاعي لتعبئة الفواكه والخضار والبقول وتعليبها ذ.م.م,506376394,accounts@nrtcgroup.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,20041000,- Potatoes,,- بطاطس ,1030001,تجهيز وتعبئة الفاكهة والخضر,Fruits and Vegetables Processing and Packaging
,,,,,,08043000,- Pineapples,,- أناناس ,,,
,,,,,,08071100,- - Watermelons,,- - بطيخ أخضر ,,,
,,,,,,08081000,- Apples,,- تفاح ,,,
,,,,,,07070000,"Cucumbers and gherkins, fresh or chilled .",,خيار وقثاء، خيارصغير محبب، طازجة أو مبردة.,,,
,,,,,,07031011,- - - - Onions for food (green or dry rind),,- - - - بصل للطعام (أخضر أو يابس القشرة) ,,,
,,,,,,07051100,- - Cabbage lettuce (head lettuce) ,,- - خس ملفوف (مكبب) ,,,
,,,,,,07061000,- Carrots and turnips ,,- جزر ولفت بقلي ,,,
